region,name,number,gender,birthYear,party,number of votes,percentage of votes,elected,incumbent,type of election,identity
桃園縣選舉區,賴來焜,11,男,1956,新黨,42318,6.63%,*,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,邱垂貞,12,男,1951,民主進步黨,78926,12.37%,*,是,第 03 屆立法委員選舉,區域
桃園縣選舉區,鍾榮炎,13,男,1960,無,1022,0.16%,,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,張昌財,14,男,1952,中國國民黨,36020,5.64%,,否,第 03 屆立法委員選舉,區域
桃園縣選舉區,呂新民,15,男,1940,中國國民黨,40539,6.35%,,是,第 03 屆立法委員選舉,區域
桃園縣選舉區,唐雲明,16,男,1954,中國國民黨,13404,2.10%,,否,第 03 屆立法委員選舉,區域
新竹縣選舉區,鄭永金,1,男,1949,中國國民黨,63254,37.27%,*,否,第 03 屆立法委員選舉,區域
新竹縣選舉區,林光華,2,男,1945,民主進步黨,60249,35.50%,*,是,第 03 屆立法委員選舉,區域
新竹縣選舉區,徐益權,3,男,1944,中國國民黨,24859,14.65%,,否,第 03 屆立法委員選舉,區域
新竹縣選舉區,彭鳳貞,4,女,1964,新黨,21351,12.58%,,否,第 03 屆立法委員選舉,區域
苗栗縣選舉區,陳文輝,1,男,1943,民主進步黨,61519,22.69%,*,否,第 03 屆立法委員選舉,區域
苗栗縣選舉區,劉政鴻,2,男,1947,中國國民黨,60234,22.22%,,是,第 03 屆立法委員選舉,區域
苗栗縣選舉區,徐成焜,3,男,1947,中國國民黨,66391,24.49%,*,是,第 03 屆立法委員選舉,區域
苗栗縣選舉區,吳錦源,4,男,1947,無,590,0.22%,,否,第 03 屆立法委員選舉,區域
苗栗縣選舉區,黃瑞明,5,男,1947,無,1039,0.38%,,否,第 03 屆立法委員選舉,區域
苗栗縣選舉區,朱天衣,6,女,1960,新黨,19527,7.20%,,否,第 03 屆立法委員選舉,區域
苗栗縣選舉區,王素筠,7,女,1953,中國國民黨,61835,22.81%,*,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,徐中雄,1,男,1957,中國國民黨,63439,9.94%,*,是,第 03 屆立法委員選舉,區域
臺中縣選舉區,陳傑儒,2,男,1937,中國國民黨,57662,9.03%,*,是,第 03 屆立法委員選舉,區域
臺中縣選舉區,胡東升,3,男,1928,無,818,0.13%,,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,郭政權,4,男,1953,中國國民黨,74117,11.61%,*,是,第 03 屆立法委員選舉,區域
臺中縣選舉區,邱瓊玉,5,女,1963,無,5938,0.93%,,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,張文儀,6,男,1948,中國國民黨,61142,9.58%,*,是,第 03 屆立法委員選舉,區域
臺中縣選舉區,林豐喜,7,男,1950,民主進步黨,66411,10.40%,*,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,周家齊,8,男,1964,民主進步黨,53681,8.41%,,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,林耀興,9,男,1959,中國國民黨,78894,12.36%,*,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,廖永來,10,男,1956,民主進步黨,55812,8.74%,,是,第 03 屆立法委員選舉,區域
臺中縣選舉區,劉劍成,11,男,1956,中國國民黨,44383,6.95%,,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,馮定國,12,男,1950,新黨,75300,11.79%,*,否,第 03 屆立法委員選舉,區域
臺中縣選舉區,楊慶霖,13,男,1948,無,905,0.14%,,否,第 03 屆立法委員選舉,區域
彰化縣選舉區,洪英花,1,女,1957,無,8324,1.40%,,否,第 03 屆立法委員選舉,區域
彰化縣選舉區,王顯明,2,男,1941,中國國民黨,67266,11.34%,*,是,第 03 屆立法委員選舉,區域
彰化縣選舉區,謝聰敏,3,男,1934,民主進步黨,56414,9.51%,*,是,第 03 屆立法委員選舉,區域
彰化縣選舉區,翁金珠,4,女,1947,民主進步黨,93687,15.79%,*,是,第 03 屆立法委員選舉,區域
彰化縣選舉區,劉榮東,5,男,1940,無,7940,1.34%,,否,第 03 屆立法委員選舉,區域
彰化縣選舉區,姚嘉文,6,男,1938,民主進步黨,35859,6.04%,,是,第 03 屆立法委員選舉,區域
彰化縣選舉區,張世良,7,男,1942,無,18970,3.20%,,否,第 03 屆立法委員選舉,區域
彰化縣選舉區,游淮銀,8,男,1942,中國國民黨,65190,10.99%,*,是,第 03 屆立法委員選舉,區域
彰化縣選舉區,陳朝容,9,男,1956,中國國民黨,67176,11.32%,*,是,第 03 屆立法委員選舉,區域
彰化縣選舉區,林錫山,10,男,1962,中國國民黨,62668,10.56%,*,是,第 03 屆立法委員選舉,區域
彰化縣選舉區,李炳南,11,男,1956,新黨,28055,4.73%,,否,第 03 屆立法委員選舉,區域
彰化縣選舉區,謝政穎,12,男,1961,無,20127,3.39%,,否,第 03 屆立法委員選舉,區域
彰化縣選舉區,洪性榮,13,男,1940,中國國民黨,61566,10.38%,*,是,第 03 屆立法委員選舉,區域
南投縣選舉區,賴英芳,1,男,1959,中國國民黨,39676,17.94%,,是,第 03 屆立法委員選舉,區域
南投縣選舉區,余武龍,2,男,1950,無,12087,5.47%,,否,第 03 屆立法委員選舉,區域
南投縣選舉區,蔡煌瑯,3,男,1960,民主進步黨,43688,19.76%,*,否,第 03 屆立法委員選舉,區域
南投縣選舉區,李志苔,4,男,1947,新黨,15937,7.21%,,否,第 03 屆立法委員選舉,區域
南投縣選舉區,陳志彬,5,男,1949,中國國民黨,40167,18.17%,*,是,第 03 屆立法委員選舉,區域
南投縣選舉區,賴衡垚,6,男,1955,無,1150,0.52%,,否,第 03 屆立法委員選舉,區域
南投縣選舉區,彭百顯,7,男,1949,民主進步黨,68397,30.93%,*,是,第 03 屆立法委員選舉,區域
雲林縣選舉區,廖大林,1,男,1936,民主進步黨,52106,15.13%,*,是,第 03 屆立法委員選舉,區域
雲林縣選舉區,廖福本,2,男,1938,中國國民黨,65261,18.95%,*,是,第 03 屆立法委員選舉,區域
雲林縣選舉區,林明義,3,男,1954,中國國民黨,65726,19.08%,*,是,第 03 屆立法委員選舉,區域
雲林縣選舉區,吳修榮,4,男,1951,中國國民黨,22417,6.51%,,否,第 03 屆立法委員選舉,區域
雲林縣選舉區,蘇洪月嬌,5,女,1931,無,14075,4.09%,,否,第 03 屆立法委員選舉,區域
雲林縣選舉區,許舒博,6,男,1963,中國國民黨,67076,19.47%,*,否,第 03 屆立法委員選舉,區域
雲林縣選舉區,林國華,7,男,1935,民主進步黨,49294,14.31%,,否,第 03 屆立法委員選舉,區域
雲林縣選舉區,藍照慶,8,男,1959,新黨,8471,2.46%,,否,第 03 屆立法委員選舉,區域
嘉義縣選舉區,曾振農,1,男,1951,中國國民黨,65841,28.18%,*,是,第 03 屆立法委員選舉,區域
嘉義縣選舉區,賈惠承,2,男,1924,新黨,6822,2.92%,,否,第 03 屆立法委員選舉,區域
嘉義縣選舉區,翁重鈞,3,男,1955,中國國民黨,74142,31.73%,*,是,第 03 屆立法委員選舉,區域
嘉義縣選舉區,蔡得佑,4,男,1937,無,814,0.35%,,否,第 03 屆立法委員選舉,區域
嘉義縣選舉區,蔡式淵,5,男,1949,民主進步黨,73797,31.58%,*,是,第 03 屆立法委員選舉,區域
嘉義縣選舉區,侯海熊,6,男,1943,無,11762,5.03%,,否,第 03 屆立法委員選舉,區域
嘉義縣選舉區,湯桂賢,7,男,1926,無,469,0.20%,,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,黃來鎰,1,男,1951,中國國民黨,38678,7.80%,,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,蘇煥智,2,男,1956,民主進步黨,78445,15.83%,*,是,第 03 屆立法委員選舉,區域
臺南縣選舉區,謝錦川,3,男,1944,民主進步黨,43835,8.84%,*,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,李俊毅,4,男,1959,民主進步黨,48587,9.80%,*,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,黃秀孟,5,女,1944,中國國民黨,62241,12.56%,*,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,仉桂美,6,女,1955,新黨,23395,4.72%,,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,曾金兆,7,男,1935,無,661,0.13%,,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,洪玉欽,8,男,1943,中國國民黨,70618,14.25%,*,是,第 03 屆立法委員選舉,區域
臺南縣選舉區,高育仁,9,男,1934,中國國民黨,47340,9.55%,*,是,第 03 屆立法委員選舉,區域
臺南縣選舉區,吳啟章,10,男,1943,無,7545,1.52%,,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,楊澤泉,11,男,1956,民主進步黨,34777,7.02%,,否,第 03 屆立法委員選舉,區域
臺南縣選舉區,蘇火燈,12,男,1938,中國國民黨,37765,7.62%,,是,第 03 屆立法委員選舉,區域
臺南縣選舉區,劉明瑞,13,男,1964,無,1747,0.35%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,吳木村,1,男,1947,無,913,0.17%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,許朝燊,2,男,1942,無,575,0.11%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,余玲雅,3,女,1950,民主進步黨,65820,12.09%,*,是,第 03 屆立法委員選舉,區域
高雄縣選舉區,尤宏,4,男,1950,民主進步黨,51635,9.49%,*,是,第 03 屆立法委員選舉,區域
高雄縣選舉區,陳三思,5,男,1947,民主進步黨,40799,7.50%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,王金平,6,男,1941,中國國民黨,106656,19.60%,*,是,第 03 屆立法委員選舉,區域
高雄縣選舉區,葉發欉,7,男,1957,無,19471,3.58%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,戴進吉,8,男,1947,無,5709,1.05%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,鍾肇瓊,9,男,1949,無,797,0.15%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,戴振耀,10,男,1948,民主進步黨,38496,7.07%,,是,第 03 屆立法委員選舉,區域
高雄縣選舉區,蕭金蘭,11,女,1948,中國國民黨,51404,9.45%,*,是,第 03 屆立法委員選舉,區域
高雄縣選舉區,姚立明,12,男,1952,新黨,42490,7.81%,*,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,胡建新,13,男,1926,無,333,0.06%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,林志隆,14,男,1959,中國國民黨,36872,6.78%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,林源山,15,男,1940,中國國民黨,46372,8.52%,*,是,第 03 屆立法委員選舉,區域
高雄縣選舉區,錢漢清,16,男,1956,無,542,0.10%,,否,第 03 屆立法委員選舉,區域
高雄縣選舉區,李嘉俊,17,男,1956,中國國民黨,35324,6.49%,,否,第 03 屆立法委員選舉,區域
屏東縣選舉區,林國龍,1,男,1944,中國國民黨,64648,16.61%,*,是,第 03 屆立法委員選舉,區域
屏東縣選舉區,曾永權,2,男,1947,中國國民黨,82168,21.11%,*,是,第 03 屆立法委員選舉,區域
屏東縣選舉區,亓允文,3,男,1957,新黨,17532,4.50%,,否,第 03 屆立法委員選舉,區域
屏東縣選舉區,郭廷才,4,男,1936,中國國民黨,46271,11.89%,*,是,第 03 屆立法委員選舉,區域
屏東縣選舉區,李景雯,5,男,1928,無,9982,2.56%,,否,第 03 屆立法委員選舉,區域
屏東縣選舉區,蘇嘉全,6,男,1956,民主進步黨,85156,21.88%,*,是,第 03 屆立法委員選舉,區域
屏東縣選舉區,鄭朝明,7,男,1952,民主進步黨,53615,13.78%,*,否,第 03 屆立法委員選舉,區域
屏東縣選舉區,邱子正,8,男,1961,民主進步黨,29802,7.66%,,否,第 03 屆立法委員選舉,區域
臺東縣選舉區,唐明超,1,男,1926,新黨,1631,2.36%,,否,第 03 屆立法委員選舉,區域
臺東縣選舉區,蘇玉龍,2,男,1952,無,18177,26.29%,,否,第 03 屆立法委員選舉,區域
臺東縣選舉區,賴坤成,3,男,1964,民主進步黨,20330,29.41%,,否,第 03 屆立法委員選舉,區域
臺東縣選舉區,饒穎奇,4,男,1934,中國國民黨,28999,41.94%,*,是,第 03 屆立法委員選舉,區域
花蓮縣選舉區,張靜,1,男,1956,中國國民黨,2357,2.10%,,否,第 03 屆立法委員選舉,區域
花蓮縣選舉區,徐正邦,2,男,1956,新黨,5764,5.14%,,否,第 03 屆立法委員選舉,區域
花蓮縣選舉區,簡德隆,3,男,1942,無,404,0.36%,,否,第 03 屆立法委員選舉,區域
花蓮縣選舉區,鍾利德,4,男,1942,中國國民黨,29885,26.65%,*,否,第 03 屆立法委員選舉,區域
花蓮縣選舉區,許兆麟,5,女,1946,中國國民黨,5475,4.88%,,否,第 03 屆立法委員選舉,區域
花蓮縣選舉區,張偉,6,男,1933,無,21896,19.52%,,是,第 03 屆立法委員選舉,區域
花蓮縣選舉區,陳清水,7,男,1943,中國國民黨,6170,5.50%,,否,第 03 屆立法委員選舉,區域
花蓮縣選舉區,陳永興,8,男,1950,民主進步黨,28503,25.42%,*,否,第 03 屆立法委員選舉,區域
花蓮縣選舉區,魏東河,9,男,1951,中國國民黨,11695,10.43%,,否,第 03 屆立法委員選舉,區域
澎湖縣選舉區,林炳坤,1,男,1948,中國國民黨,26055,65.85%,*,否,第 03 屆立法委員選舉,區域
澎湖縣選舉區,蕭丁苑,2,男,1952,新黨,2052,5.19%,,否,第 03 屆立法委員選舉,區域
澎湖縣選舉區,高燁珍,3,男,1952,全國民主非政黨聯盟,517,1.31%,,否,第 03 屆立法委員選舉,區域
澎湖縣選舉區,鄭紹良,4,男,1934,民主進步黨,10942,27.66%,,否,第 03 屆立法委員選舉,區域
基隆市選舉區,李進勇,1,男,1951,民主進步黨,38900,24.25%,*,是,第 03 屆立法委員選舉,區域
基隆市選舉區,楊思勤,2,男,1945,中國國民黨,19463,12.13%,,否,第 03 屆立法委員選舉,區域
基隆市選舉區,徐少萍,3,女,1941,中國國民黨,31037,19.35%,*,否,第 03 屆立法委員選舉,區域
基隆市選舉區,何聖隆,4,男,1954,無,11442,7.13%,,否,第 03 屆立法委員選舉,區域
基隆市選舉區,李彌,5,男,1948,新黨,30891,19.26%,,否,第 03 屆立法委員選舉,區域
基隆市選舉區,林建隆,6,男,1956,民主進步黨,18967,11.82%,,否,第 03 屆立法委員選舉,區域
基隆市選舉區,林則奘,7,男,1959,無,9712,6.05%,,否,第 03 屆立法委員選舉,區域
新竹市選舉區,王榮德,1,男,1953,無,1724,1.31%,,否,第 03 屆立法委員選舉,區域
新竹市選舉區,高新武,2,男,1949,新黨,30460,23.16%,,否,第 03 屆立法委員選舉,區域
新竹市選舉區,林政則,3,男,1944,中國國民黨,56842,43.23%,*,否,第 03 屆立法委員選舉,區域
新竹市選舉區,柯建銘,4,男,1951,民主進步黨,42476,32.30%,*,是,第 03 屆立法委員選舉,區域
臺中市選舉區,邱潤容,1,女,1957,無,3075,0.87%,,否,第 03 屆立法委員選舉,區域
臺中市選舉區,朱梅,2,女,1951,無,397,0.11%,,否,第 03 屆立法委員選舉,區域
臺中市選舉區,黃顯洲,3,男,1959,中國國民黨,43805,12.39%,,否,第 03 屆立法委員選舉,區域
臺中市選舉區,洪昭男,4,男,1943,中國國民黨,53170,15.04%,*,是,第 03 屆立法委員選舉,區域
臺中市選舉區,蔡明憲,5,男,1941,民主進步黨,57911,16.39%,*,否,第 03 屆立法委員選舉,區域
臺中市選舉區,沈智慧,6,女,1957,中國國民黨,57920,16.39%,*,是,第 03 屆立法委員選舉,區域
臺中市選舉區,許世楷,7,男,1934,民主進步黨,21970,6.22%,,否,第 03 屆立法委員選舉,區域
臺中市選舉區,林忠勝,8,男,1952,無,454,0.13%,,否,第 03 屆立法委員選舉,區域
臺中市選舉區,謝啟大,9,女,1949,新黨,80771,22.85%,*,是,第 03 屆立法委員選舉,區域
臺中市選舉區,劉文慶,10,男,1954,民主進步黨,33943,9.60%,,是,第 03 屆立法委員選舉,區域
嘉義市選舉區,趙少平,1,男,1934,新黨,3749,2.89%,,否,第 03 屆立法委員選舉,區域
嘉義市選舉區,蕭萬長,2,男,1939,中國國民黨,67029,51.71%,*,否,第 03 屆立法委員選舉,區域
嘉義市選舉區,蔡同榮,3,男,1935,民主進步黨,58848,45.40%,,是,第 03 屆立法委員選舉,區域
臺南市選舉區,劉偉達,1,男,1939,無,1132,0.35%,,否,第 03 屆立法委員選舉,區域
臺南市選舉區,毛大福,2,男,1930,無,719,0.23%,,否,第 03 屆立法委員選舉,區域
臺南市選舉區,張燦鍙,3,男,1936,民主進步黨,32075,10.05%,,否,第 03 屆立法委員選舉,區域
臺南市選舉區,陳進成,4,男,1954,新黨,24837,7.78%,,否,第 03 屆立法委員選舉,區域
臺南市選舉區,許添財,5,男,1951,無,64069,20.07%,*,是,第 03 屆立法委員選舉,區域
臺南市選舉區,施台生,6,男,1946,中國國民黨,47942,15.02%,*,是,第 03 屆立法委員選舉,區域
臺南市選舉區,施明德,7,男,1941,民主進步黨,60042,18.81%,*,是,第 03 屆立法委員選舉,區域
臺南市選舉區,蘇囿戩,8,男,1955,無,4998,1.57%,,否,第 03 屆立法委員選舉,區域
臺南市選舉區,王滔夫,9,男,1948,無,20359,6.38%,,否,第 03 屆立法委員選舉,區域
臺南市選舉區,杜振榮,10,男,1943,中國國民黨,39743,12.45%,*,否,第 03 屆立法委員選舉,區域
臺南市選舉區,吳再福,11,男,1948,中國國民黨,23287,7.30%,,否,第 03 屆立法委員選舉,區域
金門縣選舉區,陳允火,1,男,1943,無,1854,8.86%,,否,第 03 屆立法委員選舉,區域
金門縣選舉區,陳清寶,2,男,1955,中國國民黨,11041,52.74%,*,是,第 03 屆立法委員選舉,區域
金門縣選舉區,吳成典,3,男,1957,新黨,6996,33.42%,,否,第 03 屆立法委員選舉,區域
金門縣選舉區,張天欽,4,男,1954,民主進步黨,578,2.76%,,否,第 03 屆立法委員選舉,區域
金門縣選舉區,許水增,5,男,1953,無,465,2.22%,,否,第 03 屆立法委員選舉,區域
連江縣選舉區,陳源奇,1,男,1940,無,5,0.16%,,否,第 03 屆立法委員選舉,區域
連江縣選舉區,魏耀乾,2,男,1950,民主進步黨,33,1.06%,,是,第 03 屆立法委員選舉,區域
連江縣選舉區,曹爾忠,3,男,1954,中國國民黨,1743,55.99%,*,是,第 03 屆立法委員選舉,區域
連江縣選舉區,曹原彰,4,男,1948,新黨,1332,42.79%,,否,第 03 屆立法委員選舉,區域
全國,章仁香,1,女,1953,中國國民黨,9923,17.45%,*,否,第 03 屆立法委員選舉,平原
全國,王清堅,2,男,1952,無,7568,13.31%,,否,第 03 屆立法委員選舉,平原
全國,莊金生,3,男,1941,中國國民黨,10162,17.87%,*,是,第 03 屆立法委員選舉,平原
全國,林榮元,4,男,1949,民主進步黨,1573,2.77%,,否,第 03 屆立法委員選舉,平原
全國,高巍和,5,男,1943,中國國民黨,8480,14.91%,,是,第 03 屆立法委員選舉,平原
全國,連飛雄,6,男,1945,無,947,1.67%,,否,第 03 屆立法委員選舉,平原
全國,蔡中涵,7,男,1943,中國國民黨,9389,16.51%,*,是,第 03 屆立法委員選舉,平原
全國,馬賢生,8,男,1955,無,5320,9.35%,,否,第 03 屆立法委員選舉,平原
全國,李景崇,9,男,1953,無,3512,6.18%,,否,第 03 屆立法委員選舉,平原
全國,溫梅桂,1,女,1959,新黨,3505,4.74%,,否,第 03 屆立法委員選舉,山原
全國,林建二,2,男,1936,中國國民黨,8985,12.16%,,否,第 03 屆立法委員選舉,山原
全國,高揚昇,3,男,1952,中國國民黨,10664,14.43%,*,否,第 03 屆立法委員選舉,山原
全國,鍾思錦,4,男,1951,民主進步黨,1982,2.68%,,否,第 03 屆立法委員選舉,山原
全國,瓦歷斯．貝林,5,男,1952,中國國民黨,13119,17.75%,*,是,第 03 屆立法委員選舉,山原
全國,林清良,6,男,1944,中國國民黨,9929,13.44%,,否,第 03 屆立法委員選舉,山原
全國,翁文德,7,男,1938,中國台灣原住民黨,5707,7.72%,,否,第 03 屆立法委員選舉,山原
